Immobilienart	Region	Zeitabschnitt	Anzahl Mittel aus 10Jahresscheiben	Index final(Basis: 2010_1 = 100)
gebrauchte Eigentumswohnungen	4110	2015_2	19,0	128,61
gebrauchte Eigentumswohnungen	4110	2015_3	19,0	136,30
gebrauchte Eigentumswohnungen	4110	2015_4	13,0	128,06
gebrauchte Eigentumswohnungen	4110	2016_1	9,0	128,07
gebrauchte Eigentumswohnungen	4110	2016_2	22,0	140,40
gebrauchte Eigentumswohnungen	4110	2016_3	30,0	144,15
gebrauchte Eigentumswohnungen	4110	2016_4	11,0	142,35
gebrauchte Eigentumswohnungen	4110	2017_1	12,0	127,53
gebrauchte Eigentumswohnungen	4110	2017_2	10,0	128,35
gebrauchte Eigentumswohnungen	4110	2017_3	9,0	127,97
gebrauchte Eigentumswohnungen	4110	2017_4	12,0	128,52
gebrauchte Eigentumswohnungen	4110	2018_1	8,0	136,59
gebrauchte Eigentumswohnungen	4110	2018_2	18,0	144,81
gebrauchte Eigentumswohnungen	4110	2018_3	21,0	
gebrauchte Eigentumswohnungen	4110	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4110	2021_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2000_1	215,0	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2000_2	157,0	124,17
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2000_3	191,0	125,30
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2000_4	167,0	123,83
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2001_1	212,0	122,08
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2001_2	175,0	121,73
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2001_3	144,0	119,85
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2001_4	151,0	118,33
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2002_1	166,0	118,08
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2002_2	149,0	116,17
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2002_3	156,0	113,56
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2002_4	267,0	112,49
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2003_1	166,0	111,91
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2003_2	204,0	110,62
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2003_3	215,0	109,06
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2003_4	294,0	108,10
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2004_1	148,0	107,84
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2004_2	172,0	109,34
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2004_3	163,0	108,74
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2004_4	251,0	105,37
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2005_1	190,5	104,26
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2005_2	208,5	106,57
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2005_3	189,5	107,40
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2005_4	338,0	105,83
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2006_1	121,0	104,74
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2006_2	149,5	104,79
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2006_3	153,5	104,02
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2006_4	189,5	103,44
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2007_1	151,5	103,87
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2007_2	175,0	103,69
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2007_3	182,5	102,29
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2007_4	184,5	100,40
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2008_1	201,0	100,47
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2008_2	262,5	101,91
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2008_3	144,5	101,58
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2008_4	208,5	100,95
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2009_1	156,5	101,35
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2009_2	237,0	101,87
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2009_3	205,5	101,42
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2009_4	264,5	99,72
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2010_1	244,0	100,00
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2010_2	277,0	101,76
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2010_3	289,0	102,85
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2010_4	336,7	103,30
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2011_1	198,5	103,86
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2011_2	249,0	105,94
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2011_3	272,0	107,85
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2011_4	296,5	108,64
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2012_1	271,5	109,58
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2012_2	323,0	110,97
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2012_3	289,0	112,95
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2012_4	357,5	114,34
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2013_1	264,5	115,48
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2013_2	282,5	118,18
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2013_3	276,0	121,93
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2013_4	310,0	123,70
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2014_1	252,0	123,60
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2014_2	285,0	126,35
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2014_3	277,5	128,78
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2014_4	308,5	129,42
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2015_1	288,5	131,95
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2015_2	297,5	135,01
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2015_3	306,5	135,87
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2015_4	347,5	137,22
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2016_1	310,0	141,83
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2016_2	336,0	147,32
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2016_3	291,0	151,67
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2016_4	363,0	155,35
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2017_1	361,0	158,82
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2017_2	294,0	163,07
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2017_3	318,0	166,57
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2017_4	296,0	170,22
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2018_1	244,0	171,18
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2018_2	220,0	173,92
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2018_3	182,0	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2018_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2019_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2019_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2019_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2019_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2020_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2020_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2020_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2020_4	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2021_1	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2021_2	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2021_3	#DIV/0!	
gebrauchte Eigentumswohnungen	4108 inklusive der 4204	2021_4	#DIV/0!	
